city_a,city_b,rule_distance_gower,text_dist_T,text_dist_I,text_dist_F,text_dist_BERT,discordant_T,discordant_I,discordant_F,discordant_BERT,Dep_reg_gap,rule_distance_components,scope
上饶,广州,0.6666666666666666,0.7000000000000002,1.7666666666666684,1.799596258870004,4.165401382464512,False,False,False,False,49.3847686363636,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,惠州,0.8653846153846154,0.3666666666666667,0.9666666666666659,3.9383862250103627,0.715520889710711,True,False,False,True,138.82429363636362,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,文昌,0.6666666666666666,0.666666666666667,0.0666666666666682,1.0378295070773949,0.8501416246775708,False,False,False,False,158.58681494318182,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,昌江,0.6666666666666666,0.33333333333333304,0.40000000000000124,1.0378295070773949,0.8501416246775708,False,False,False,False,153.9002741761364,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,汕头,1.0,0.3999999999999999,0.3999999999999986,1.3467016957339089,2.8943134845004854,True,True,False,False,401.81806806818184,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,海口,0.8653846153846154,1.0500000000000003,2.1166666666666685,0.007046282982903884,0.7621050824143438,False,False,True,True,224.32072509943202,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,深圳,0.0,1.6833333333333342,3.0833333333333357,4.171315006197006,1.8481991469361292,False,False,False,False,44.894789659090904,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,清远,1.0,1.2666666666666666,1.2666666666666657,0.8513498250323199,2.519308999713414,False,False,False,False,260.906477159091,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,澄迈,1.0,0.3666666666666667,0.5000000000000018,1.625936043514266,3.7096557402625585,True,True,False,False,533.047933125,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
上饶,珠海,0.7884615384615384,0.033333333333333215,0.5666666666666682,0.8848505398396369,1.4275021094811917,True,True,False,False,1396.972528295455,basis_category;release_trigger_category;schedule_form_category;n_release_steps;final_retained_share,descriptive P1 measurement-validity evidence; not causal
