model,repeat,fold,split_id,n_train,n_valid,rf_param_hash,R2,RMSE,MSE
B2,14,4,68,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07823181564393433,632.4499620513211,399992.95449871756
B2,14,5,69,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08517045405729151,2435.4221836093975,5931281.212416765
B2,15,1,70,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2795232506449561,2487.209283118471,6186210.018030698
B2,15,2,71,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.565933705998972,355.53069346389174,126402.07399491576
B2,15,3,72,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.7203318177126574,408.9131622568582,167209.97426690365
B2,15,4,73,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.39803315491700086,625.75843384173,391573.6175240548
B2,15,5,74,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.9601531919287962,484.2298588325281,234478.55618497013
B2,16,1,75,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1487125482713103,647.1017535113407,418740.6793974519
B2,16,2,76,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06365348029217399,2414.3339487606913,5829008.416138393
B2,16,3,77,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.386553089832431,379.60762186946505,144101.94658139077
B2,16,4,78,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.4861424014023807,436.7587909963356,190758.24151258077
B2,16,5,79,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.1546153438504363,655.9598878744532,430283.37450026517
B2,17,1,80,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2717135912368811,518.0596890110944,268385.8413782718
B2,17,2,81,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.06025699963925679,794.8651262564495,631810.5689386813
B2,17,3,82,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.05721248479665286,2392.5966178572867,5724518.575782128
B2,17,4,83,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.863170039578802,675.6614845655216,456518.4417252846
B2,17,5,84,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.884761948442408,318.1265436679769,101204.4977861332
B2,18,1,85,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08225596437091487,2326.9700551314895,5414789.637478647
B2,18,2,86,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.1527187121729333,666.8633343693731,444706.7067262383
B2,18,3,87,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.2016788899671695,283.3542774426721,80289.64654505881
B2,18,4,88,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.14512271226725715,444.9604387992466,197989.7920964181
B2,18,5,89,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.8465631137396181,441.44961812641935,194877.76534396148
B2,19,1,90,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.12787168336472143,562.6385101145593,316562.093063931
B2,19,2,91,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.30481823489492,378.51579770722805,143274.2091139392
B2,19,3,92,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.8753973197104088,565.1274861304778,319369.0755801534
B2,19,4,93,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.22141696458120175,616.439713343005,379997.9201864061
B2,19,5,94,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.057029544380747144,2386.824792562407,5696932.590390577
B2,20,1,95,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.07502278262922324,485.42116866011025,235633.7109833472
B2,20,2,96,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.18121133325934768,2524.3613376665735,6372400.163105773
B2,20,3,97,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-12.16782290059449,425.0392790840065,180658.38876425198
B2,20,4,98,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.2364047401691517,584.5520132686049,341701.0562163792
B2,20,5,99,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.947199461159944,353.44607336224453,124924.12677518916
