model,repeat,fold,split_id,n_train,n_valid,rf_param_hash,R2,RMSE,MSE,feature_set
M1,8,3,37,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-10.690964642173137,357.7060295543087,127953.60357950798,IV1;IV2;year_1;Region_1;PMC_T
M1,8,4,38,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.025572437670732473,700.9778203549635,491369.90462959534,IV1;IV2;year_1;Region_1;PMC_T
M1,8,5,39,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.25344945263285146,692.0236262529171,478896.6992922371,IV1;IV2;year_1;Region_1;PMC_T
M1,9,1,40,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.26094545274805325,2515.4542431046575,6327510.049153225,IV1;IV2;year_1;Region_1;PMC_T
M1,9,2,41,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.7027144135386596,340.29743900585396,115802.3469939429,IV1;IV2;year_1;Region_1;PMC_T
M1,9,3,42,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.387929608451933,300.6567766652026,90394.49735470951,IV1;IV2;year_1;Region_1;PMC_T
M1,9,4,43,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.3040643267284966,379.0062676001587,143645.7508802031,IV1;IV2;year_1;Region_1;PMC_T
M1,9,5,44,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.4359033505103818,414.1366422785095,171509.15847771816,IV1;IV2;year_1;Region_1;PMC_T
M1,10,1,45,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.5629333257597047,368.3334103495302,135669.5011797154,IV1;IV2;year_1;Region_1;PMC_T
M1,10,2,46,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.8161429951567152,227.71590666795194,51854.5341496074,IV1;IV2;year_1;Region_1;PMC_T
M1,10,3,47,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.4660436252065603,264.20453806184133,69804.03793247096,IV1;IV2;year_1;Region_1;PMC_T
M1,10,4,48,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.24717281987075324,2579.1077265543227,6651796.665172206,IV1;IV2;year_1;Region_1;PMC_T
M1,10,5,49,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.0731962594434672,673.6364877839169,453786.1176738512,IV1;IV2;year_1;Region_1;PMC_T
M1,11,1,50,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0953112453763465,2312.5765114545547,5348010.121331318,IV1;IV2;year_1;Region_1;PMC_T
M1,11,2,51,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.005401119170172608,713.4177277362102,508964.85424829734,IV1;IV2;year_1;Region_1;PMC_T
M1,11,3,52,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.18868351731110877,261.25088664847624,68252.02577461499,IV1;IV2;year_1;Region_1;PMC_T
M1,11,4,53,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.22711000697499595,417.6675035378925,174446.14351157547,IV1;IV2;year_1;Region_1;PMC_T
M1,11,5,54,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.39767563514194193,559.7809956979681,313354.76314460865,IV1;IV2;year_1;Region_1;PMC_T
M1,12,1,55,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.09055983112512789,2313.8194740891527,5353760.558674202,IV1;IV2;year_1;Region_1;PMC_T
M1,12,2,56,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08920151792033448,745.4904852655719,555756.063621498,IV1;IV2;year_1;Region_1;PMC_T
M1,12,3,57,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.014870369676029727,632.3422195835607,399856.68266786414,IV1;IV2;year_1;Region_1;PMC_T
M1,12,4,58,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.430063855993601,317.03546069630573,100511.48333891883,IV1;IV2;year_1;Region_1;PMC_T
M1,12,5,59,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-6.897986596730178,328.19958580602446,107714.96812324601,IV1;IV2;year_1;Region_1;PMC_T
M1,13,1,60,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10205997245340015,516.280648057949,266545.70755913574,IV1;IV2;year_1;Region_1;PMC_T
M1,13,2,61,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.18894854397407812,361.4144369818001,130620.39525887158,IV1;IV2;year_1;Region_1;PMC_T
M1,13,3,62,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.22207717840858532,2530.5821302973086,6403845.918180065,IV1;IV2;year_1;Region_1;PMC_T
M1,13,4,63,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.6578183952828562,207.37677565170083,43005.127079695856,IV1;IV2;year_1;Region_1;PMC_T
M1,13,5,64,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.08006745742986754,677.7095740762286,459290.2667945831,IV1;IV2;year_1;Region_1;PMC_T
M1,14,1,65,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07997625190665913,711.1994508479045,505804.6588863608,IV1;IV2;year_1;Region_1;PMC_T
M1,14,2,66,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-7.350886223239547,295.12511911191086,87098.83593081956,IV1;IV2;year_1;Region_1;PMC_T
M1,14,3,67,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.05307675829558245,173.60833146680466,30139.852754687912,IV1;IV2;year_1;Region_1;PMC_T
M1,14,4,68,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.046883367429345624,623.1882403663903,388363.58293095796,IV1;IV2;year_1;Region_1;PMC_T
M1,14,5,69,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10068136426700369,2452.7658111427254,6016060.124310631,IV1;IV2;year_1;Region_1;PMC_T
M1,15,1,70,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2865268513104209,2494.0069903321146,6220070.867825452,IV1;IV2;year_1;Region_1;PMC_T
M1,15,2,71,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.0864766617294244,330.76684147254895,109406.70341772633,IV1;IV2;year_1;Region_1;PMC_T
M1,15,3,72,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.2770245143999581,284.00676096564973,80659.84027419971,IV1;IV2;year_1;Region_1;PMC_T
M1,15,4,73,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.16166746431939694,570.4123096168452,325370.2029624237,IV1;IV2;year_1;Region_1;PMC_T
M1,15,5,74,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.17195466610773558,374.42252250644526,140192.2253600895,IV1;IV2;year_1;Region_1;PMC_T
M1,16,1,75,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07518814797901063,626.0501562404602,391938.79812870466,IV1;IV2;year_1;Region_1;PMC_T
M1,16,2,76,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10115194952454631,2456.5232814361125,6034506.632237647,IV1;IV2;year_1;Region_1;PMC_T
M1,16,3,77,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07945952037193194,334.94218778858715,112186.26916060517,IV1;IV2;year_1;Region_1;PMC_T
M1,16,4,78,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.5190994737032508,254.15475200524853,64594.637966849376,IV1;IV2;year_1;Region_1;PMC_T
M1,16,5,79,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0011569273310521044,713.840494452659,509568.2515204167,IV1;IV2;year_1;Region_1;PMC_T
M1,17,1,80,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.23977992524305947,400.54822444756775,160438.8801080991,IV1;IV2;year_1;Region_1;PMC_T
M1,17,2,81,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1524765376950712,880.2477828037025,774836.1591308343,IV1;IV2;year_1;Region_1;PMC_T
M1,17,3,82,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10245153355346148,2443.251060075698,5969475.742561024,IV1;IV2;year_1;Region_1;PMC_T
M1,17,4,83,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.795394477772716,512.2606392485012,262410.9625232831,IV1;IV2;year_1;Region_1;PMC_T
M1,17,5,84,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.6618275850949731,208.07058264991807,43293.36736427638,IV1;IV2;year_1;Region_1;PMC_T
M1,18,1,85,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.11824608634418676,2365.3449992105325,5594856.965290274,IV1;IV2;year_1;Region_1;PMC_T
M1,18,2,86,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.024903697814496306,733.4399500794545,537934.1603725528,IV1;IV2;year_1;Region_1;PMC_T
M1,18,3,87,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.2319315861150946,236.58179683597513,55970.946594138615,IV1;IV2;year_1;Region_1;PMC_T
M1,18,4,88,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.04813690187134334,405.67909690412637,164575.52966494753,IV1;IV2;year_1;Region_1;PMC_T
M1,18,5,89,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07361472337755326,336.6071190531035,113304.35259723017,IV1;IV2;year_1;Region_1;PMC_T
M1,19,1,90,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.01561758594884477,607.1616978456693,368645.32733083586,IV1;IV2;year_1;Region_1;PMC_T
M1,19,2,91,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.0917583682932621,301.1382888637356,90684.26901977869,IV1;IV2;year_1;Region_1;PMC_T
M1,19,3,92,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3426146012765243,386.16524254315914,149123.59454841694,IV1;IV2;year_1;Region_1;PMC_T
M1,19,4,93,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0003166025577381326,698.7259615334938,488217.96932090545,IV1;IV2;year_1;Region_1;PMC_T
M1,19,5,94,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0947537853086573,2429.0430114576266,5900249.951511134,IV1;IV2;year_1;Region_1;PMC_T
M1,20,1,95,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06884850558576283,521.8086458852813,272284.2629206309,IV1;IV2;year_1;Region_1;PMC_T
M1,20,2,96,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.19149107449645975,2535.321936582883,6427857.322118381,IV1;IV2;year_1;Region_1;PMC_T
M1,20,3,97,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.16109187586852,238.9327767921642,57088.87182561415,IV1;IV2;year_1;Region_1;PMC_T
M1,20,4,98,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.029287970157982013,678.6721021461013,460595.82223140827,IV1;IV2;year_1;Region_1;PMC_T
M1,20,5,99,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.0507468367095103,310.72894433574373,96552.47684800572,IV1;IV2;year_1;Region_1;PMC_T
M2,1,1,0,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.778206376969504,312.27801253181366,97517.55711081956,IV1;IV2;year_1;Region_1;PMC_I
M2,1,2,1,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3565473592903303,210.18195625925372,44176.45473696684,IV1;IV2;year_1;Region_1;PMC_I
M2,1,3,2,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.38278435025896695,878.6290597524562,771989.0246414853,IV1;IV2;year_1;Region_1;PMC_I
M2,1,4,3,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3041187404167611,569.2270004943105,324019.3780917497,IV1;IV2;year_1;Region_1;PMC_I
M2,1,5,4,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.05814838807580469,2435.5161745359446,5931739.036426202,IV1;IV2;year_1;Region_1;PMC_I
M2,2,1,5,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1433767880332446,2374.8113536218325,5639728.965291161,IV1;IV2;year_1;Region_1;PMC_I
M2,2,2,6,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.29373423789485,599.0615212069891,358874.70619083184,IV1;IV2;year_1;Region_1;PMC_I
M2,2,3,7,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.5111289747023109,371.41263782720284,137947.34753776094,IV1;IV2;year_1;Region_1;PMC_I
M2,2,4,8,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.0359253335562133,706.4502513804258,499071.95767546684,IV1;IV2;year_1;Region_1;PMC_I
M2,2,5,9,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.9516013016321843,279.92679523415353,78359.01069006373,IV1;IV2;year_1;Region_1;PMC_I
M2,3,1,10,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.07382052399796535,653.8745256709326,427551.89532138704,IV1;IV2;year_1;Region_1;PMC_I
M2,3,2,11,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.7632014774974545,260.60082605116537,67912.79053854974,IV1;IV2;year_1;Region_1;PMC_I
M2,3,3,12,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.24771441432462726,2585.1981007281634,6683249.220008504,IV1;IV2;year_1;Region_1;PMC_I
M2,3,4,13,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.16219410271341062,362.1476803510559,131150.94238365057,IV1;IV2;year_1;Region_1;PMC_I
M2,3,5,14,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.720873117811137,290.0180399582033,84110.463501198,IV1;IV2;year_1;Region_1;PMC_I
M2,4,1,15,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.009089200780768358,666.1848754717284,443802.2883072824,IV1;IV2;year_1;Region_1;PMC_I
M2,4,2,16,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10551868251522589,2447.8223164410792,5991834.092866971,IV1;IV2;year_1;Region_1;PMC_I
M2,4,3,17,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.13484914091591382,213.14989997286062,45432.87985844049,IV1;IV2;year_1;Region_1;PMC_I
M2,4,4,18,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-7.771359822810309,328.07938281494006,107636.08142823199,IV1;IV2;year_1;Region_1;PMC_I
M2,4,5,19,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10171811143675402,646.2785543886409,417675.96986267157,IV1;IV2;year_1;Region_1;PMC_I
M2,5,1,20,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3997800200148627,949.420109361404,901398.5440598202,IV1;IV2;year_1;Region_1;PMC_I
M2,5,2,21,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.4256631445563499,393.7600120231016,155046.9470684331,IV1;IV2;year_1;Region_1;PMC_I
M2,5,3,22,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-7.328978353607512,465.74959099353094,216922.68151064139,IV1;IV2;year_1;Region_1;PMC_I
M2,5,4,23,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.439349158082484,218.02291383505272,47533.99095712682,IV1;IV2;year_1;Region_1;PMC_I
M2,5,5,24,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.11489807028109755,2457.2424762734727,6038040.587202589,IV1;IV2;year_1;Region_1;PMC_I
M2,6,1,25,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.26741276295340866,228.84466606837955,52369.88118794815,IV1;IV2;year_1;Region_1;PMC_I
M2,6,2,26,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.3025439514967645,378.20413742691295,143038.36956683526,IV1;IV2;year_1;Region_1;PMC_I
M2,6,3,27,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.13437503546882623,2451.5617797973678,6010155.160163237,IV1;IV2;year_1;Region_1;PMC_I
M2,6,4,28,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.796769149478254,549.1483333224687,301563.8919908452,IV1;IV2;year_1;Region_1;PMC_I
M2,6,5,29,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.14668342709285587,869.2618669421547,755616.1933197604,IV1;IV2;year_1;Region_1;PMC_I
M2,7,1,30,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.24405126893229623,531.4408317165027,282429.35761552805,IV1;IV2;year_1;Region_1;PMC_I
M2,7,2,31,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.939530612045829,298.6475406995289,89190.35356587678,IV1;IV2;year_1;Region_1;PMC_I
M2,7,3,32,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.16032524052682118,827.2832705672614,684397.6097604646,IV1;IV2;year_1;Region_1;PMC_I
M2,7,4,33,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.36802143764880935,394.55260046571533,155671.7545342584,IV1;IV2;year_1;Region_1;PMC_I
M2,7,5,34,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08096110998403772,2449.2040693273984,5998600.573209887,IV1;IV2;year_1;Region_1;PMC_I
M2,8,1,35,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.22683102697564106,246.41044170931963,60718.105783382,IV1;IV2;year_1;Region_1;PMC_I
M2,8,2,36,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08959187553633341,2454.6415920874465,6025265.345605593,IV1;IV2;year_1;Region_1;PMC_I
M2,8,3,37,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-9.536282022868583,339.5820928980915,115315.99781704805,IV1;IV2;year_1;Region_1;PMC_I
M2,8,4,38,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.062322770510621184,687.6321624805018,472837.99087761133,IV1;IV2;year_1;Region_1;PMC_I
M2,8,5,39,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2613973474553575,694.2141572254427,481933.29609223176,IV1;IV2;year_1;Region_1;PMC_I
M2,9,1,40,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2601204950933984,2514.6312563733904,6323370.355530015,IV1;IV2;year_1;Region_1;PMC_I
M2,9,2,41,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.6258827041339954,337.506146241542,113910.39875081714,IV1;IV2;year_1;Region_1;PMC_I
M2,9,3,42,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.41880905654365,301.71283720606965,91030.6361349363,IV1;IV2;year_1;Region_1;PMC_I
M2,9,4,43,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.32987255682925376,371.9123022497723,138318.76056472602,IV1;IV2;year_1;Region_1;PMC_I
M2,9,5,44,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.3770768925229628,409.105432748029,167367.25510395208,IV1;IV2;year_1;Region_1;PMC_I
M2,10,1,45,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.5613386160894942,368.14545135283913,135531.07335178566,IV1;IV2;year_1;Region_1;PMC_I
M2,10,2,46,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.0193258946804047,240.11625197354107,57655.814461821064,IV1;IV2;year_1;Region_1;PMC_I
M2,10,3,47,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3852049418340324,256.81704356104683,65954.99386343661,IV1;IV2;year_1;Region_1;PMC_I
M2,10,4,48,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.24465952537806324,2576.507715518842,6638392.0081281215,IV1;IV2;year_1;Region_1;PMC_I
M2,10,5,49,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.10219774457784214,663.0130244877785,439586.27064043155,IV1;IV2;year_1;Region_1;PMC_I
M2,11,1,50,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10088281638315943,2318.4507963013334,5375214.094870287,IV1;IV2;year_1;Region_1;PMC_I
M2,11,2,51,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.009329983455688251,712.007262175267,506954.34139031946,IV1;IV2;year_1;Region_1;PMC_I
M2,11,3,52,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.15702889710990653,257.74886145950916,66434.47558367325,IV1;IV2;year_1;Region_1;PMC_I
M2,11,4,53,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.20103746732278605,424.6538355710384,180330.88006519456,IV1;IV2;year_1;Region_1;PMC_I
M2,11,5,54,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3794586371526467,556.1209992615785,309270.56581969664,IV1;IV2;year_1;Region_1;PMC_I
M2,12,1,55,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.09285458284823145,2316.252559774541,5365025.920662115,IV1;IV2;year_1;Region_1;PMC_I
M2,12,2,56,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06949219429761344,738.7147922554617,545699.54429703,IV1;IV2;year_1;Region_1;PMC_I
M2,12,3,57,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0366504084256698,639.091519110323,408437.9697987404,IV1;IV2;year_1;Region_1;PMC_I
M2,12,4,58,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.3000591520295806,310.9693606901578,96701.94328804547,IV1;IV2;year_1;Region_1;PMC_I
M2,12,5,59,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-6.759145909991579,325.302043783884,105821.41968997198,IV1;IV2;year_1;Region_1;PMC_I
M2,13,1,60,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10566640969254615,517.1247096413031,267417.96532160195,IV1;IV2;year_1;Region_1;PMC_I
M2,13,2,61,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2462355185386118,370.0190037521215,136914.06313771248,IV1;IV2;year_1;Region_1;PMC_I
M2,13,3,62,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.22341498326631326,2531.9668624276746,6410856.192431842,IV1;IV2;year_1;Region_1;PMC_I
M2,13,4,63,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.6336665146101941,205.86065212946755,42378.60809516965,IV1;IV2;year_1;Region_1;PMC_I
M2,13,5,64,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.0980734491947085,671.0443371788715,450300.50245983095,IV1;IV2;year_1;Region_1;PMC_I
M2,14,1,65,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07609486866775583,709.9202920189714,503986.82102030155,IV1;IV2;year_1;Region_1;PMC_I
M2,14,2,66,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-6.659568456120938,282.6454788881295,79888.46673590005,IV1;IV2;year_1;Region_1;PMC_I
M2,14,3,67,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.009117753932285089,169.9462056795952,28881.712824891278,IV1;IV2;year_1;Region_1;PMC_I
M2,14,4,68,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0538026934473661,625.2443151541148,390930.45363253803,IV1;IV2;year_1;Region_1;PMC_I
M2,14,5,69,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.10656987963415143,2459.3180631631026,6048245.335800315,IV1;IV2;year_1;Region_1;PMC_I
