model,repeat,fold,split_id,n_train,n_valid,rf_param_hash,R2,RMSE,MSE
M0_controls_only,4,3,17,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.02211549152792125,197.86084051571896,39148.91220958678
M0_controls_only,4,4,18,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.8786167605669966,187.94786666329222,35324.400583282666
M0_controls_only,4,5,19,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2634839562491076,692.1008238125539,479003.55032201577
M0_controls_only,5,1,20,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.5014489955236543,983.294982036754,966869.0216986606
M0_controls_only,5,2,21,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.05257155711991235,320.99358826828404,103036.88370934865
M0_controls_only,5,3,22,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.6354054443443213,206.3808206739037,42593.043142034
M0_controls_only,5,4,23,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07853699775681977,188.72810722918345,35618.29845831017
M0_controls_only,5,5,24,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1503939040339859,2496.0525129450452,6230278.147379276
M0_controls_only,6,1,25,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.04774780598033579,208.07032055521134,43293.2582959484
M0_controls_only,6,2,26,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.02617868311943683,446.89705385010245,199716.97673990135
M0_controls_only,6,3,27,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1861777569631602,2506.9137931007076,6284616.766038577
M0_controls_only,6,4,28,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.016035623092604867,330.990727256111,109554.86152952924
M0_controls_only,6,5,29,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.30262287378912256,926.484611806097,858373.7359134941
M0_controls_only,7,1,30,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2538090678097733,533.5209565407182,284644.61106812296
M0_controls_only,7,2,31,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06312543757308497,179.60242821069406,32257.032219177516
M0_controls_only,7,3,32,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.35057366489406117,892.5314142286272,796612.3253849533
M0_controls_only,7,4,33,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.021370142630236733,333.7088231667222,111361.57865931866
M0_controls_only,7,5,34,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.12096791834718901,2494.1153159519345,6220611.209266018
M0_controls_only,8,1,35,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.12090957734761787,208.58520764804138,43507.788849576544
M0_controls_only,8,2,36,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.13552038777282038,2505.841680305556,6279242.5267565735
M0_controls_only,8,3,37,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.8700905841647877,143.06467381530442,20467.500893879453
M0_controls_only,8,4,38,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.23228681433620224,788.2888750949752,621399.3505985014
M0_controls_only,8,5,39,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.4370029128822557,740.9626785404805,549025.6909898834
M0_controls_only,9,1,40,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2583616522388936,2512.875715679698,6314544.362452753
M0_controls_only,9,2,41,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.01960661859584034,158.45308563415054,25107.380346983442
M0_controls_only,9,3,42,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.0432114736372653,205.1624281716384,42091.62193328269
M0_controls_only,9,4,43,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.028731363038546842,447.7458045902315,200476.30552815378
M0_controls_only,9,5,44,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.0968147384065685,384.2321154917398,147634.3185752577
M0_controls_only,10,1,45,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.4095701675949863,349.79551614500457,122356.90311515015
M0_controls_only,10,2,46,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.02225844116490805,170.84359486034202,29187.533904804684
M0_controls_only,10,3,47,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.20813859201582563,239.84198214412922,57524.1763988248
M0_controls_only,10,4,48,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.26034118796516514,2592.687825587198,6722030.1609480735
M0_controls_only,10,5,49,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.21574608962187303,771.5305984013385,595259.4642695274
M0_controls_only,11,1,50,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.14667516453870721,2366.178697789722,5598801.629873864
M0_controls_only,11,2,51,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2638527666854502,804.2075677306455,646749.8119952406
M0_controls_only,11,3,52,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.1318186567479257,223.26974540074698,49849.37921131438
M0_controls_only,11,4,53,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.021854511840603497,469.8655154802988,220773.60263756692
M0_controls_only,11,5,54,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3307637136342092,546.2172711542527,298353.30730719835
M0_controls_only,12,1,55,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.13054574616244397,2355.8562848293795,5550058.834770086
M0_controls_only,12,2,56,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.34962731943703673,829.8410536715523,688636.1743587123
M0_controls_only,12,3,57,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2163717170761752,692.2772336293634,479247.7682015243
M0_controls_only,12,4,58,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.7891095988520285,228.96822184799356,52426.446616232
M0_controls_only,12,5,59,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.15921844235095128,125.73682026408473,15809.74797012275
M0_controls_only,13,1,60,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0599190449550111,506.3135847885284,256353.4461414103
M0_controls_only,13,2,61,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07299713237938366,343.339086864294,117881.72856880724
M0_controls_only,13,3,62,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.246675043261112,2555.9229215162745,6532741.980732288
M0_controls_only,13,4,63,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.016503306742226442,159.72691090621078,25512.686067640592
M0_controls_only,13,5,64,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.15587377230624155,759.6627556264601,577087.5022859868
M0_controls_only,14,1,65,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3158997149623495,785.0470865682621,616298.9281293164
M0_controls_only,14,2,66,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-4.120571596349912,231.09955726233773,53407.00536684851
M0_controls_only,14,3,67,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.29172635638010447,142.3774104447652,20271.32700495713
M0_controls_only,14,4,68,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.29487203953724306,693.0802544601664,480360.2391225691
M0_controls_only,14,5,69,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1418942766086928,2498.2633988888047,6241320.010227442
M0_controls_only,15,1,70,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.30119709210855516,2508.1862402155125,6290998.21560643
M0_controls_only,15,2,71,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2554573875942934,210.9557929110977,44502.34656274994
M0_controls_only,15,3,72,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.15153043863440463,173.36561281144333,30055.635705487282
M0_controls_only,15,4,73,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.0888368931903627,552.2419450348496,304971.1658558738
M0_controls_only,15,5,74,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06551404613100242,357.0147408500565,127459.525184233
M0_controls_only,16,1,75,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.15198590479697538,648.0230840486706,419933.9174599505
M0_controls_only,16,2,76,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.13708442833785472,2496.2818240371703,6231422.945018343
M0_controls_only,16,3,77,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06913785195375954,333.33700198394735,111113.55689164612
M0_controls_only,16,4,78,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.15586060022758919,189.45767928324125,35894.2122393915
M0_controls_only,16,5,79,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.25581975306219795,799.4913280304467,639186.3835958872
M0_controls_only,17,1,80,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.00047595669067146407,459.28447652956567,210942.23038103717
M0_controls_only,17,2,81,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3177775972489618,941.2607592501117,885971.8169040969
M0_controls_only,17,3,82,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1584787154886218,2504.5653757810537,6272847.72156129
M0_controls_only,17,4,83,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.21143396396166114,337.22464674039406,113720.46236918357
M0_controls_only,17,5,84,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.20762752646363647,177.37164888140228,31460.70182690745
M0_controls_only,18,1,85,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.15662036266329604,2405.5878276992453,5786852.796774775
M0_controls_only,18,2,86,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.17680394407815436,785.9141166291288,617660.9987169438
M0_controls_only,18,3,87,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2340774151150422,175.91873318054107,30947.400683846397
M0_controls_only,18,4,88,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.40697541110730806,493.2176837600065,243263.68357358576
M0_controls_only,18,5,89,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.08015243040559639,311.5709798306689,97076.47547264307
M0_controls_only,19,1,90,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1738308257443577,652.7426882192575,426073.01702370285
M0_controls_only,19,2,91,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3494216213258321,241.87114079376556,58501.64874887756
M0_controls_only,19,3,92,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.036461832765118385,327.13872749411763,107019.74702647055
M0_controls_only,19,4,93,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2760121059430405,789.160862610781,622774.8670765919
M0_controls_only,19,5,94,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1535601097850554,2493.429492718357,6217190.635157722
M0_controls_only,20,1,95,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1147009930536893,532.8836403576724,283964.9741608452
M0_controls_only,20,2,96,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.21658709551438893,2561.883167345395,6563245.363127673
M0_controls_only,20,3,97,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.23808590731093604,130.3309221022932,16986.149256034012
M0_controls_only,20,4,98,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.3754192251721109,784.5291664119752,615486.0129510687
M0_controls_only,20,5,99,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.016328766062318034,176.4426656607831,31132.01426548289
B1_full,1,1,0,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.7911713345565672,313.0058128066581,97972.6388507567
B1_full,1,2,1,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.4812116205608903,284.2561391268389,80801.5526312968
B1_full,1,3,2,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.28318256720747215,846.3939698329114,716382.7521695152
B1_full,1,4,3,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.15491975720990325,535.6767900842186,286949.623434932
B1_full,1,5,4,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.04810303107920988,2423.9280210756783,5875427.051355854
B1_full,2,1,5,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.13148130112373946,2362.425498773626,5581054.237255815
B1_full,2,2,6,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.14240533048940507,562.9359698223855,316896.9061198697
B1_full,2,3,7,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.7026824829894791,394.2509465646144,155433.80886709446
B1_full,2,4,8,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.10535471480659275,680.536913977564,463130.4912861064
B1_full,2,5,9,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.9062316639280033,276.65387791163,76537.36816354308
B1_full,3,1,10,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.1260668001793126,635.1641250985374,403433.4658121905
B1_full,3,2,11,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.4767144239844332,308.8607944242077,95394.99033235271
B1_full,3,3,12,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2202839703052737,2556.622962317844,6536320.971450869
B1_full,3,4,13,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.4127422223578152,399.280257191702,159424.72378307168
B1_full,3,5,14,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.5457047665962342,284.5866097389112,80989.53844268734
B1_full,4,1,15,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.0831471907824517,635.008881250772,403236.2792673571
B1_full,4,2,16,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08964362608285703,2430.1836134537552,5905792.395099151
B1_full,4,3,17,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.912022662832861,395.74619469321493,156615.05061416
B1_full,4,4,18,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-7.7926006352274815,328.4763827680664,107896.73403639326
B1_full,4,5,19,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.0748186733905093,592.2402636138173,350748.5298453638
B1_full,5,1,20,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2814790648577177,908.4149833250734,825217.7819294934
B1_full,5,2,21,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.594700322948321,416.44983025568536,173430.46111998914
B1_full,5,3,22,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-5.8171218217641565,421.36372331285827,177547.38732407498
B1_full,5,4,23,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.6221370071398968,231.4530066171085,53570.49427209928
B1_full,5,5,24,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.1005574839904475,2441.387956385775,5960375.15358551
B1_full,6,1,25,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.46843984671295935,246.3257629341054,60676.38148506909
B1_full,6,2,26,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.16975979681359354,412.6384875067841,170270.52137188643
B1_full,6,3,27,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.11451362243086405,2430.0051971030025,5904925.257947602
B1_full,6,4,28,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.19727415269092,587.1530187082762,344748.66737824143
B1_full,6,5,29,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.031832929109112174,824.5814340114133,679934.5413163188
B1_full,7,1,30,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.03967383498305743,485.8300090220448,236030.79766636016
B1_full,7,2,31,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.6453671194963788,283.3106658153285,80264.93336472474
B1_full,7,3,32,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.03494761822990822,781.3103132186102,610445.8055417628
B1_full,7,4,33,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.5043116329872817,413.7398623007255,171180.67365662332
B1_full,7,5,34,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06529137773350735,2431.387298103894,5911644.193380955
B1_full,8,1,35,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.6503855119815107,285.798163025471,81680.5899887337
B1_full,8,2,36,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.06495098840647895,2426.7272733077066,5889005.259015457
B1_full,8,3,37,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-10.919559756901455,361.18623840206203,130455.4988110312
B1_full,8,4,38,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.16835375233677463,647.5880304345318,419370.25716207613
B1_full,8,5,39,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.13791771706981337,659.360519004787,434756.294022262
B1_full,9,1,40,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.26138029254036566,2515.887935661697,6329692.104808075
B1_full,9,2,41,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-4.384109213290485,364.1172954018482,132581.4048107568
B1_full,9,3,42,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-5.282607236780915,359.7585517158871,129426.21553271264
B1_full,9,4,43,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.20331450511154125,498.36945713088096,248372.115800929
B1_full,9,5,44,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.3119003878841116,403.45786921976185,162778.25223535043
B1_full,10,1,45,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.4692730160812777,357.1265510982002,127539.37349929538
B1_full,10,2,46,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.668836746534584,365.1091296253725,133304.67653579704
B1_full,10,3,47,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.6477016683696364,280.0954904541282,78453.48377273863
B1_full,10,4,48,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2426287016808384,2574.4049039026763,6627560.609238149
B1_full,10,5,49,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.15713772654004243,642.4066404403504,412686.2916818577
B1_full,11,1,50,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.09196704956323654,2309.043442259125,5331681.61823987
B1_full,11,2,51,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.08352410935602006,684.8263087638949,468987.0731751814
B1_full,11,3,52,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-3.4129353224764385,503.3712808845649,253382.64641936752
B1_full,11,4,53,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.12342554801650207,444.8015057267735,197848.3794968049
B1_full,11,5,54,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.14242507943278526,506.0912367552098,256128.3399204178
B1_full,12,1,55,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08036342342152869,2302.9773123865198,5303704.501367037
B1_full,12,2,56,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.01001738536534591,710.7252908486379,505130.4390518809
B1_full,12,3,57,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.10349750318086426,594.3231464189802,353220.0023693566
B1_full,12,4,58,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.8617893534883292,289.5846719306067,83859.2822171571
B1_full,12,5,59,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-9.054212562673,370.3001293767656,137122.18581644935
B1_full,13,1,60,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.08695079220477131,469.92691957287497,220831.3097392513
B1_full,13,2,61,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.32406705722267004,381.39847950895756,145464.80017174472
B1_full,13,3,62,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2015248175791251,2509.21279116406,6296148.831341333
B1_full,13,4,63,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.4510206299079393,299.20263798505687,89522.21857721699
B1_full,13,5,64,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.0970170872552586,671.4371952544038,450827.90717110044
B1_full,14,1,65,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.021403124340791058,676.9961863214629,458323.83629380487
B1_full,14,2,66,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-8.906690514001824,321.4431608158966,103325.70563531434
B1_full,14,3,67,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.1477972448152216,300.153854384963,90092.33630214955
B1_full,14,4,68,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.11458749055290962,573.1165190304297,328462.5443855569
B1_full,14,5,69,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.08644019830080385,2436.846595429506,5938221.329656376
B1_full,15,1,70,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.2656574299635286,2473.695992316294,6119171.862401695
B1_full,15,2,71,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.8931052838029427,320.23779493498654,102552.24530482249
B1_full,15,3,72,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.1352499800297093,275.02311007744873,75637.71107667248
B1_full,15,4,73,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.004203607105049634,528.1207733196026,278911.55121169507
B1_full,15,5,74,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-1.0902101235375694,500.03629885953774,250036.30017714493
B1_full,16,1,75,32,9,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.016547096955611185,608.7383268464094,370562.3505717661
B1_full,16,2,76,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.07548054557506223,2427.71967430783,5893822.817021316
B1_full,16,3,77,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-0.27746066237735745,364.3681771993116,132764.16855554894
B1_full,16,4,78,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,-2.202971187168851,369.04696965361734,136195.66581051797
B1_full,16,5,79,33,8,ce6ca82c326e584d8d688a7bedd72e06f508088c933485bfbfa222c82aab7fd0,0.06020970515994217,691.6168735474042,478333.89977548615
