comparison,median_delta_R2,mean_delta_R2,q025,q975,n_repeats
M1 - M0,2.014527411720035e-05,-6.014071381478803e-05,-0.002074466465677771,0.0024601424457484367,20
M2 - M0,-0.0020637752579450996,-0.0002787014690962486,-0.0029095177378486436,0.003420459842229384,20
M3 - M0,0.013789502100275297,0.012089029039082011,0.008904106710419413,0.018143266139381886,20
M4 - M0,-0.001329827121910876,0.00024078993678546822,-0.002828583405428242,0.003560346790998703,20
